Title,description,authors,publishedDate,categories,pages_count,price,shop_id,stock
The World's Finest Mystery and Crime Stories: Third Annual Collection,"Gathers mystery, suspense, and crime stories from around the world.","Edward Gorman, Martin Harry Greenberg",2002,Fiction,207,13.24,fiction_boutique,False
"I, Crocodile","While robbing Egypt's mummies, sphinxes, and palm trees, Napoleon can't resist bringing home a souvenir crocodile as well. All Paris is enchanted with this exotic creature. But for a crocodile with an appetite as big as his ego, being the toast of the town has its downside, too. What's a crocodile who's used to a dinner of flamingo, snake, or mongoose to make of chocolate mousse? Oh, to return to his beloved Nile! But fickle Napoleon has other plans for our hero... Inspired by an obscure nineteenth-century French satire, I, Crocodile is the first book Fred Marcellino has written as well as illustrated. 2000 ALA Notable Children's Book 1999 New York Times Best Illustrated Book 2000-2001 Georgia's Picture Storybook Award & Georgia's Children's Book Award Masterlist 2000 ALA Notable Children's Books",Fred Marcellino,1999-09-08,Juvenile Fiction,251,18.96,fiction_boutique,False
With Hostile Intent,"In the espionage community, Vienna is known as the City of Spies, and Matt Drake is about to learn why in the latest electrifying thriller from the New York Times bestselling author of Tom Clancy Target Acquired and The Outside Man. When a mysterious walk-in to the US embassy in Vienna claims to have critical information about a Russian intelligence operation, he raises eyebrows. But when he asks for Matt Drake by name and calls himself the Irishman, he gets the DIA’s premier case officer on a one-way flight. Matt arrives to find Austria’s charming capital lousy with intelligence officers, all swirling around Nolan Burke—a onetime member of the real IRA. But before Matt can debrief Nolan, the Irishman is kidnapped by a Russian direct action team. Now, Matt must find a way to repay the debt of honor he owes Nolan while stopping World War III in the process.",Don Bentley,2022-05-03,Fiction,313,12.55,fiction_boutique,True
The Bear and the Dragon,"Don't Miss the Original Series Tom Clancy's Jack Ryan Starring John Krasinski! President Jack Ryan faces a world crisis unlike any he has ever known in Tom Clancy's extraordinary #1 New York Times bestseller. A high-level assassination attempt in Russia has the newly elected Ryan sending his most trusted eyes and ears—including antiterrorism specialist John Clark—to Moscow, for he fears the worst is yet to come. And he’s right. The attempt has left the already unstable Russia vulnerable to ambitious forces in China eager to fulfill their destiny—and change the face of the world as we know it...",Tom Clancy,2001-08-01,Fiction,227,51.71,fiction_boutique,True
Show Boat,"Tells of the romance between an actress on a Mississippi showboat and a handsome gambler, in which they marry, move to Chicago, and face a perilous future.","Edna Ferber, Foster Hirsch",2014,Fiction,159,111.71,fiction_boutique,True
A Changed Man,"“Francine Prose has a knack for getting to the heart of human nature. . . . We are allowed to enter the moral dilemmas of fascinating characters whose emotional lives are strung out by the same human frailties, secrets and insecurities we all share.” —USA Today One spring afternoon, Vincent Nolan, a young neo-Nazi walks into the office of a human rights foundation headed by Meyer Maslow, a charismatic Holocaust survivor. Vincent announces that he wants to make a radical change. But what is Maslow to make of this rough-looking stranger with Waffen SS tattoos who says that his mission is to save guys like him from becoming guys like him? As Vincent gradually turns into the sort of person who might actually be able to do that, he also begins to transform everyone around him, including Maslow himself. Masterfully plotted, darkly comic, A Changed Man poses essential questions about human nature, morality, and the capacity for change, illuminating the everyday transactions, both political and personal, in our lives.",Francine Prose,2009-10-13,Fiction,244,97.48,fiction_boutique,False
Welcome to the Monkey House,"Since its original publication in 1968, Welcome to the Monkey House has been one of Kurt Vonnegut’s most beloved works. This special edition celebrates a true master of the short-story form by including multiple variant drafts of what would eventually be the title story. In a fascinating accompanying essay, “Building the Monkey House: At Kurt Vonnegut’s Writing Table,” noted Vonnegut scholar Gregory D. Sumner walks readers through Vonnegut’s process as the author struggles—false start after false start—to hit upon what would be one of his greatest stories. The result is the rare chance to watch a great writer hone his craft in real time. Includes the following stories: “Where I Live” “Harrison Bergeron” “Who Am I This Time?” “Welcome to the Monkey House” “Long Walk to Forever” “The Foster Portfolio” “Miss Temptation” “All the King’s Horses” “Tom Edison’s Shaggy Dog” “New Dictionary” “Next Door” “More Stately Mansions” “The Hyannis Port Story” “D.P.” “Report on the Barnhouse Effect” “The Euphio Question” “Go Back to Your Precious Wife and Son” “Deer in the Works” “The Lie” “Unready to Wear” “The Kid Nobody Could Handle” “The Manned Missiles” “Epicac” “Adam” “Tomorrow and Tomorrow and Tomorrow”",Kurt Vonnegut,2014-04-08,Fiction,407,116.68,fiction_boutique,True
"NANCY DREW 47, THE MYSTERIOUS MANNEQUIN",The gift of an oriental rug with a coded message woven into its border and the disappearance of a Turkish client start Nancy Drew on a new search for a missing mannequin.,Carolyn Keene,1970,Juvenile Fiction,267,138.87,fiction_boutique,True
The Verdict: When A State Is Hijacked,"Fifty-six years after WW II, Germany again participated in military actions against Yugoslavia. By fictionally putting the protagonists of his book, German Chancellor Gerhard Schrö der and Foreign Minister Joschka Fischer, on trial for war crimes, the author reveals the secret agenda of the German government using original quotations and a breathtaking collection of evidence. By strictly adhering to the German and international laws, the fiction becomes very real and may lead readers to question the legitimacy of their governments when declaring war in the name of the people. The book also reveals the propaganda tools used by those in power, which may appear not to be too different from the dark past of Germany's recent history.",Ralph Niemeyer,2003-08-01,Fiction,228,129.63,fiction_boutique,True
using what you got,"Unknowingly spoiled by an overindulgent, financially unwise father, Tiara dreams of landing a rich husband and believes she has found a candidate in Lionel, whom she later discovers is a drug dealer. 40,000 first printing.",Karen E. Quinones Miller,2003-07,Fiction,293,14.05,fiction_boutique,True
Burning Blue,"When beautiful, smart Nicole, disfigured by acid that was thrown in her face, and computer hacker Jay meet in the school psychologist's office, they become friends and Jay resolves to find her attacker.",Paul Griffin,2014-04-03,Juvenile Fiction,214,143.14,fiction_boutique,False
The Chattering Wagtails of Mikuyu Prison (African Writers),"Increase student performance, student engagement, and critical analysis skills with We the People. This program is available with GinA, an educational game in which students learn American Government by doing, as well as McGraw-Hill’s LearnSmart, an adaptive questioning tool proven to increase content comprehension and improve student results. Try our Politics in Practice which uses real-life scenarios to develop students’ critical thinking skills through activities and a written argument. Unique to this program is a balanced, well-respected author who makes complex topics easy. Tom Patterson is a recognized voice in media who teaches at Harvard’s Kennedy School of Government. We the People’s strong authorship and market-leading digital products make this an ideal solution to course goals.",Jack Mapanje,1993,Fiction,305,62.68,fiction_boutique,False
Windreaper (Windlegends Saga),"A Destiny UnfoldsThe Darkwind: An enemy of the Temple, a champion of the people, his exploits imitated by the children of the land. Only those closest to him know of his dark secret and his even darker sins. A furtive plea for his aide sets into motion the deepest hurt a man can endure. Will he rise above it or be swallowed whole?Legion A?Lex: A king without power, a puppet to Tohre?s debauchery. Reduced to babysitter, referee, and lackey, he refuses to believe in hope or deliverance, even when he?s forced to call on the only man capable of rescuing his son, never realizing he?s unleashed a passion too large to tame.Amber-Lea: Vixen or Savior? Paramour or Queen? Will her love be enough to save Conar McGregor from himself and the bowels of the abyss he craves, or do her intentions go deeper than that?",Charlotte Boyett-Compo,2003-02-18,Fiction,237,143.18,fiction_boutique,True
Magnetic Hearts: Whispers Of Love\White Diamonds\Legacy (Arabesque),"Contains three full-length stories of passion, love, and romance in one volume, including Whispers of Love, in which FBI agent Robyn Richards, forced to fake her death and leave her husband behind, returns to ask for his help in saving their child, the daughter he never knew he had. Original.",Shirley Hailstock,2005-10-25,Fiction,276,149.02,fiction_boutique,True
Moghul Buffet,The disappearance of an American businessman in Pakistan sets in motion a series of murders in this clever mystery where East meets West.,Cheryl Benard,2000-01-01,Fiction,288,55.19,fiction_boutique,False
"The witches of New York,","A Buzzfeed Best Gift Book of the Year “A dark, atmospheric, and feminist story of three women in New York City's Gilded Age, each determined to thrive in a society hell-bent on keeping them down, and using their coven to do so."" —Buzzfeed INTERNATIONAL BESTSELLER Respectable Lady Seeks Dependable Shop Girl. Those averse to magic need not apply. New York in the spring of 1880 is a place alive with wonder and curiosity. Determined to learn the truth about the world, its residents enthusiastically engage in both scientific experimentation and spiritualist pursuits. Séances are the entertainment of choice in exclusive social circles, and many enterprising women—some possessed of true intuitive powers, and some gifted with the art of performance—find work as mediums. Enter Adelaide Thom and Eleanor St. Clair. At their humble teashop, Tea and Sympathy, they provide a place for whispered confessions, secret cures, and spiritual assignations for a select society of ladies, who speak the right words and ask the right questions. But the profile of Tea and Sympathy is about to change with the fortuitous arrival of Beatrice Dunn. When seventeen-year-old Beatrice leaves the safety of her village to answer an ad that reads ""Respectable Lady Seeks Dependable Shop Girl. Those averse to magic need not apply,"" she has little inclination of what the job will demand of her. Beatrice doesn't know it yet, but she is no ordinary small-town girl; she has great spiritual gifts—ones that will serve as her greatest asset and also place her in grave danger. Under the tutelage of Adelaide and Eleanor, Beatrice comes to harness many of her powers, but not even they can prepare her for the evils lurking in the darkest corners of the city or the courage it will take to face them.",Ami McKay,2017-07-11,Fiction,259,118.62,fiction_boutique,False
Impetuous,"Impetuous Women is about women who step across the Lakshman Rekha, whose transgressions fly in the face of the establishment, the patriarchy, often their own families and loved ones. From two housewives who play a potentially lethal game of keeping up to an expert baker who serves revenge with chocolate sprinkles on top; from a stern hostel warden who examines her relationship with the teenagers she must surveil to a grouchy widow shuts out the world; from a couple madly in love and desperate for a bit of privacy to a tender bond between a husband and wife, these stories create an unforgettable portrait of modern-day India and the experiential realities of being impetuous, of being women. This darkly comic, thrillingly tragic collection of stories is sensuous, bittersweet and whimsical by turns, and always wildly, subversively original.",Shikhandin,2021-08,Fiction,407,15.09,fiction_boutique,True
Overture to Death,"A local busybody is silenced for good in this tale by “a peerless practitioner of the slightly surreal, English-village comedy-mystery” (Kirkus Reviews). In their Dorset village, neither Miss Campanula nor her friend Miss Prentice are known as lovable little old ladies. They’re waspish, gossiping snobby little old ladies, passionate only about their amateur theatrical productions, their narrowly defined opinions about how everyone else should behave . . ..and, perhaps, about the local vicar. But could one of them have been sufficiently unpleasant to provoke a murderer? For Miss Campanula has perished on her piano bench—and it’s unclear whether Miss Prentice may have been the actual intended victim . . . “A goodie.” —Kirkus Reviews “It’s time to start comparing Christie to Marsh instead of the other way around.” —New York Magazine “In her ironic and witty hands the mystery novel can be civilized literature.” —The New York Times",Ngaio Marsh,2012-12-15,Fiction,321,143.29,fiction_boutique,False
Fathers and Sons (A Norton Critical Edition),Michael R. Katz s acclaimed translation of Turgenev s greatest novel is again the basis for this Norton Critical Edition.,Ivan Sergeevich Turgenev,2009,Fiction,313,42.97,fiction_boutique,False
Plantzilla,"In a series of letters, a boy, his science teacher, and his parents discuss the progress of a very unusual, sometimes frightening, plant that becomes more human as the summer progresses.",Jerdine Nolen,2005,Juvenile Fiction,243,106.7,fiction_boutique,False
A Touch Away (Arabesque),"Returning to college after fifteen years, Sonji Stevens is determined to earn her degree and engages in a bitter battle with difficult English professor Grayson Gilmore, who wrongly accuses her of cheating, and as sparks fly, desire rages between them, and Grayson vows to win her heart. Original.",Kim Louise,2001-07-01,Fiction,318,98.94,fiction_boutique,True
Craven's Bride (Scarlet Series),"For ten years Max Craven has blamed Alison for the death of his daughter, her friend. Now he returns home and finds that his feelings for Alison have undergone a remarkable transformation. Surely he can't be falling in love with her?",Danielle Shaw,1998,Fiction,296,26.28,fiction_boutique,False
Empress Bianca,"To her father, she was a princess. To her first husband, she was the perfect wife and mother. But to the other men in her life she was so much more. Daughter of a Welsh Surveyor who had brought his Palestinian wife to Mexico at the end of World War II to seek his fortune, Bianca was raised always to expect the best of everything. She quickly discovered, however, that the best was never going to be enough. Charming, attractive, vivacious and extremely aware of her power over rich and powerful men, she sought nothing less than to be the absolute ruler of international society. Reluctantly but ruthlessly contriving to bring about the end of her marriage to Bernardo, she quickly allowed herself to become wedded to the fortunes of Ferdie, the psychologically unstable scion of the powerful and rich Piedraplata family, whose international concerns include commerce, banking and jewelry. However, when deep cracks start to form in their glamourous jet-set lifestyle together, Bianca turns to the calculating and amoral Philippe Mahfud, an Iraqi business associate of Ferdies, to help her attain the wealth and status she secretly covets. Lady Colin Campbells compulsive dbut novel is a tale of charm, intrigue and cold-blooded murder set among the high flyers of twentieth-century international society. Follow Empress Bianca from her earliest days as a middle-class housewife in post-war Mexico as she lies, cheats, schemes and seduces her way to the top. A veritable monster of vanity and pretension, captured with deadly accuracy in Lady Colins lucid prose, Bianca leaves her mark on every couturiers salon, chic restaurant or exclusive gathering she walks into, cutting an unmistakable swathe through socialcircles and gossip columns from the late 1950s right up to today. See international society the way insiders see it. See it through Empress Bian",Lady Colin Campbell,2008,Fiction,295,94.14,fiction_boutique,False
"Spawn, #2 (Comic Book) (Questions Pt.2, Vol. 1)","A collaboration of the industry's two top talents- Frank Miller, creator of Sin City, and the man that turned Daredevil into a Marvel Comics icon: and Todd McFarlane, creator of Spawn and the media empire of Todd McFarlane Productions. A brand new story that unites long time comic book icon Batman with Spawn, the most popular comic book character since Batman.","Frank Miller, Todd McFarlane",1994,Comics & Graphic Novels,249,147.07,fiction_boutique,True
Cargo of Eagles An Albert Campion Mystery,"A lively British mystery from “one of the greatest mid-20th-century practitioners of the detective novel” (Alexander McCall Smith). Strange things are happening in Saltey. The little village on the Essex coast is invaded by bikers and a parade of peculiar visitors, a newly released prisoner is rumored to be in the area, Mr. Lugg has bought a bungalow there, the Saltey Demon is on the loose again . . . and Albert Campion is looking for the disappearance of thousands of pounds of gold coinage. This is Margery Allingham’s final novel featuring her famous gentleman sleuth, overflowing with evil arch-villains and classic thuggery against the atmospheric backdrop of postwar England. “Allingham has that rare gift in a novelist, the creation of characters so rich and so real that they stay with the reader forever.” —Sara Paretsky “Margery Allingham stands out like a shining light.” —Agatha Christie",Margery Allingham,2015-10-01,Fiction,319,147.67,fiction_boutique,False
The Malady of Death,"“[An] erotic, existential mystery . . . part philosophical meditation, part fantasy” from the Prix Goncourt-winning author of The Lover (The Guardian). A man hires a woman to spend several weeks with him by the sea. The woman is no one in particular, a “she,” a warm, moist body with a beating heart—the enigma of Other. Skilled in the mechanics of sex, he desires through her to penetrate a different mystery: he wants to learn to love. It isn’t a matter of will, she tells him. Still, he wants to try . . . This beautifully wrought erotic novel is an extended haiku on the meaning of love, “perhaps a sudden lapse in the logic of the universe,” and its absence, “the malady of death.” “The whole tragedy of the inability to love is in this work, thanks to Duras’ unparalleled art of reinventing the most familiar words, of weighing their meaning.”—Le Monde “Deceptively simple and Racinian in its purity, condensed to the essential.”—Translation Review Praise for Marguerite Duras’s international bestseller, The Lover “Powerful, authentic, completely successful . . . perfect.”—The New York Times Book Review “An exquisite jewel of a novel, as multifaceted as a diamond, as seamless and polished as a pearl.”—Boston Herald “A vivid, lingering novel . . . a brilliant work of art.”—Cleveland Plain Dealer",Marguerite Duras,2015-06-30,Fiction,167,43.5,fiction_boutique,False
Our Man in Havana,Wormold is a vacuum cleaner salesman in a city of powercuts.His adolescent daughter spends his money with a skill that amazes him so when a mysterious Englishman offers him an extra income he s tempted. In return all he has to do is file a few reports. Bu,Graham Greene,2001,Classical fiction,363,63.45,fiction_boutique,True
TARZAN TRIUMPHANT,"An evil stalks the land of Tarzan of the Apes. Tarzan follows them patiently waiting for the time to strike these intruders. But they were not the only evil that stalked the lands, in the small valley of the Ghenzi Mountains, the last remnants of an ugly, perverted people dwelled in what they called their faith. It was an ancient belief, now they were wicked and many of them were insane. They have captured Lady Barbara Collis and meant to use her as a human sacrifice!",Edgar Rice Burroughs,2013-04-10,Fiction,259,141.76,fiction_boutique,False
Delen Close,"Dutch born Otto Vogel and German born Benno Schumacher became friends in their youth as they worked side by side in South Africa in the late 1950's. In later years greed gnawed away at their friendship and the discovery of the role their father played during World War II adds to the erosion. Greed and anger killed the fathers. A secret letter discovered by Otto in 1994 reopens the events of World War II that will cause Otto and Benno even more anguish. Three apparently unrelated murders are eventually threaded together by Bill Reardon, a plodding New York City Detective. This is the final trigger that leads to the solution of one of the last major mysteries of Holocaust wealth that had been lost for fifty years.",George Crosby,2000-06-01,Fiction,371,109.47,fiction_boutique,False
The Wadjet Eye,"After his mother dies, Damon, a young medical student living in Alexandria, Egypt, in 45 B.C., makes a perilous journey to Spain to locate his father who is serving in the Roman army led by Julius Caesar. Reprint.",Jill Rubalcaba,2006,Juvenile Fiction,290,100.16,fiction_boutique,False
The Last Trip Home,"After the death of a deckhand and the presumed death of another sailor, Captain Townsend realizes that what he believes is his last duty before retirement is turning out to be more than a journey of reliving memories of his colorful life. With a murderer—a professional assassin— in the middle of the sea and in his scrap yard-bound ship, he must move decisively to apprehend the killer and stop the carnage in this, his last trip home. Meanwhile, a Southern county fair is the most unlikely setting for two people of such disparate backgrounds to meet and fall in love—amidst the troubles that a passing con man has decided to hatch on the unassuming population. In The Last Trip Home, Dennis Childs depicts to what dark pits the human soul could go, exactly counterbalanced by the heights of redemption that the same soul could aspire for.",Dennis Childs,2015-03-02,Fiction,287,127.41,fiction_boutique,False
"7,000 Clams: A Novel","Frank Hearn is a down-on-his-luck bootlegger and bruiser, looking for the big score in the heart of the Roaring Twenties. When he loses a shipment of top-quality booze to a double-crossing government thief, Frank hunts him down, roughs him up, and finds something that catches his eye. What at first appears to be a scrap of paper is actually a handwritten and unmistakably authentic IOU for $7,000, signed by Babe Ruth. Seven-thousand clams is a lot of money--and when Frank gets a tip that the Yankees are about to begin spring training in St. Petersburg, Florida, he wastes no time leaving New Jersey to track down the Babe. Frank thinks he's covered his bases: Along for the ride is a dangerous and curvy blonde named Ginger DeMore. She’s smart, she packs a snub-nose pistol in her purse, and she’s the perfect accomplice to help convince the Babe to cough up the dough. It seems like the perfect plan, but Frank and Ginger aren’t the only ones seeking their fortunes in Florida. 1920’s St. Pete is a veritable nest of vipers. Hustlers, gamblers, Yankee fans, and even a sociopath are lurking in the booming burg—not to mention a team of gangsters sent by a prominent Chicago mobster named Al Capone (who’s instructed his boys to scour the town for a curvy dame by the name of Ginger DeMore). In this taut Roaring Twenties crime novel, filled with colorful characters both real and imagined, Lee Irby takes readers straight into the authentic heart of the era, bringing to life all the sizzling style—from the slang and the fashions to the smell of bathtub gin. Worthy of a place at Elmore Leonard’s table, 7,000 CLAMS is an enormously entertaining tale and a superb fiction debut.",Lee Irby,2005-01-11,Fiction,338,139.46,fiction_boutique,True
The Finishing School.,"In this suspenseful, provocative novel of friendship, secrets, and deceit, a successful writer returns to her elite Swiss boarding school to get to the bottom of a tragic accident that took place while she was a student twenty years earlier. How far would you go to uncover the truth? One spring night in 1998 the beautiful Cressida Strauss plunges from a fourth-floor balcony at the Lycée Internationale Suisse with catastrophic consequences. Loath to draw negative publicity to the school, a bastion of European wealth and glamour, officials quickly dismiss the incident as an accident, but questions remain: Was it a suicide attempt? Or was Cressida pushed? It was no secret that she had a selfish streak and had earned as many enemies as allies in her tenure at the school. For her best friend, scholarship student Kersti Kuusk, the lingering questions surrounding Cressida's fall continue to nag long after she leaves the Lycée. Kersti marries and becomes a bestselling writer, but never stops wondering about Cressida's obsession with the Helvetian Society—a secret club banned years before their arrival at the school—and a pair of its members who were expelled. When Kersti is invited as a guest to the Lycée's 100th Anniversary, she begins probing the cover-up, unearthing a frightening underbelly of lies and abuse at the prestigious establishment. And in one portentous moment, Kersti makes a decision that will connect her to Cressida forever and raise the stakes dangerously high in her own desire to solve the mystery and redeem her past. An unputdownable read as clever as it is compelling, The Finishing School offers a riveting glimpse into a privileged, rarefied world in which nothing is as it appears.",Joanna Goodman,2017-04-11,Fiction,251,56.18,fiction_boutique,False
Sammy Shrimp: A Tale of a Little Shrimp (No. 8 in Suzanne Tate's Nature Series),A tale of a little shrimp and his big sister presents facts about shrimp in a simple format.,Suzanne Tate,1990,Juvenile Fiction,370,34.3,fiction_boutique,True
Plutonia,"Welcome to the Russian Jurassic Park! A good science-fiction novel must be plausible; its reader must be convinced that all the events described could take place in certain circumstances, that there is nothing supernatural in them. The title Plutonia refers to the novel's setting in a lost land. It is an underground world having its own sun, called Pluto for the Roman god of the underworld. The terrain is marked by dramatic geographic features and inhabited by monstrous animals and primitive people. These are essentially the animal and plant life of previous geological periods in their natural surroundings. As the five scientists venture deeper into the underground area, they encounter many adventures, more and more ancient life forms, back to dinosaurs and other Jurassic species.",Vladimir Obruchev,2016-07-10,Fiction,316,136.27,fiction_boutique,False
Suspicion of Rage,"In the “riveting” finale to the New York Times–bestselling series, Miami lawyer Gail Connor is caught between the CIA, the Cuban government, and her husband (Publishers Weekly). Now married to fellow attorney Anthony Quintana, Gail agrees to accompany him to his native Cuba along with their children on a family vacation. But their plans for a holiday in Havana are scuttled when the CIA contacts Anthony with a request: make contact with his brother-in-law—a Cuban general in Castro’s military—with an offer to help him defect. In doing so, both Gail and Anthony are plunged into a deadly power play within the Cuban government that will threaten everything they’ve built together—and reveal a secret that could destroy Gail’s trust in the man she loves. The explosive final novel of her electrifying Suspicion series “takes Parker to a new level” (Miami Herald). Suspicion of Rage is the 8th book in the Suspicion series, but you may enjoy reading the series in any order.",Barbara Parker,2014-04-01,Fiction,247,100.8,fiction_boutique,False
Heir Today...,"It's all fun and royal games until somebody's heart gets hurt In his line of work, royal heir Darcy Squires-Thornton has always been content playing second fiddle to close friend Prince Adrian, and happy, too, with whatever brief romantic encounters come his way. Especially one with carefree Caroline McKenzie, whose best friend is engaged to the prince. Fun-loving Caroline McKenzie's motto has always been ""love the one you're with"". But when the one she's no longer with is the one with whom she's fallen in love, what's a girl an ocean away to do? What people are saying about Jenny Gardiner's books: ""A fun, sassy read! A cross between Erma Bombeck and Candace Bushnell, reading Jenny Gardiner is like sinking your teeth into a chocolate cupcake…you just want more."" --Meg Cabot, NY Times bestselling author of Princess Diaries, Queen of Babble and more, on Sleeping with Ward Cleaver ""As Sweet as a song and sharp as a beak, Bite Me really soars as a memoir about family--children and husbands, feathers and fur--and our capacity to keep loving though life may occasionally bite."" --Wade Rouse, bestselling author of At Least in the City Someone Would Hear Me Scream ""With a strong yet delightfully vulnerable voice, food critic Abbie Jennings embarks on a soulful journey where her love for banana cream pie and disdain for ill-fitting Spanx clash in hilarious and heartbreaking ways. As her body balloons and her personal life crumbles, Abbie must face the pain and secret fears she's held inside for far too long. I cheered for her the entire way."" --Beth Hoffman, NY Times bestselling author of Saving CeeCee Honeycutt on Slim to None ""Jenny Gardiner has done it again--this fun, fast-paced book is a great summer read."" --Sarah Pekkanen, NY Times bestselling author of The Opposite of Me, on Slim to None Keywords: romantic comedy, humor, contemporary romance, modern fairy tale, new adult, Royalty, nobility, prince, aristocrat, , heir, peerage, monarch, Europe, wealthy, Playboy, rich, millionaire, international, vacation, romance, love, chick lit, chicklit, series, wedding, marriage",Jenny Gardiner,2015-04-13,Fiction,353,139.73,fiction_boutique,True
Mersey Mariners,"Soon after the cargo liner Alexandra Rose steams into the Mersey Estuary, one of the ship's passengers is found dead, leading into Detective Inspector Andy Ross's most baffling case to date. Another death soon follows, and Ross discovers that the case has its roots in the depths of the Amazon Rainforest. A billionaire entrepreneur, mysterious passengers, a team of researchers and a band of vicious mercenaries all have their part to play. Working the case, Ross and his team from the Merseyside Police Specialist Murder Investigation team will need all their skills and resolve. But can they solve the mystery of the Mersey Mariner?",Brian L. Porter,2022-01-18,Fiction,306,46.46,fiction_boutique,False
"Duck, Duck, Goose?",Duck and Goose face a challenge to their friendship when an enthusiastic young duck moves into their neighborhood who wants to play--and win--all sorts of games.,Tad Hills,2018,Juvenile Fiction,294,136.28,fiction_boutique,False
The Erasers: A Novel (An Evergreen Book),"Alain Robbe-Grillet is internationally hailed as the chief spokesman for the noveau roman and one of the great novelists of the twentieth century. The Erasers, his first novel, reads like a detective story but is primarily concerned with weaving and then probing a complete mixture of fact and fantasy. The narrative spans the twenty-four-hour period following a series of eight murders in eight days, presumably the work of a terrorist group. After the ninth murder, the investigation is turned over to a police agent, who may in fact be the assassin. Both an engrossing mystery and a sinister deconstruction of reality, The Erasers intrigues and unnerves with equal force as it pull us along to its ominous conclusion.",Alain Robbe-Grillet,1964,Fiction,315,36.4,fiction_boutique,False
No Mans Land,"Wanneer special agent John Puller op bezoek gaat bij zijn vader, die dementerend is en in een veteranenhospitaal ligt, wordt hij aangesproken door twee mannen. Zij vertellen hem dat het Criminal Investigation Command - dat onderzoek doet naar criminele activiteiten van (oud-)militairen - een brief heeft ontvangen waarin Johns vader wordt beschuldigd van de moord op zijn vrouw, dertig jaar geleden. Het verhaal ging dat Pullers vader ten tijde van de verdwijning van Jackie Puller niet in het land was. Nu blijkt dat dat een leugen was. Puller krijgt te horen dat hij zich niet met de zaak mag bemoeien. Wanneer echter inlichtingenofficier Veronica Knox, een oude bekende van Puller, komt opdagen en zich met de zaak bemoeit, begrijpt hij dat er veel meer aan de hand is. Hij zal tot het uiterste moeten gaan om de waarheid achter zijn moeders verdwijning te achterhalen. Daarbij kruist hij het pad van de mysterieuze ex-gevangene Paul Rogers.",David Baldacci,2016-11-29,Fiction,411,94.94,fiction_boutique,True
The Knight Of The Swords (the First Book Of Corum) (The first book of corum),"The ancient races, the Vadhagh and the Nhadragh, are dying. By creating Mankind, the universe has condemned Earth to a pestilence of destruction and fear. Prince Corum is the last remaining Vadhagh. He sets out on a crusade of vengeance against the forces that slaughtered his family and his race, to challenge the unjust power of the puppet masters of Man: the Lords of Chaos. Along the way he will barter with his soul for the limbs of gods to repair his mutilated body, and will encounter a member of the very race who caused the mutilation, the irresistible Rhalina...",Michael Moorcock,2015-05-05,Fiction,270,102.15,fiction_boutique,True
The Last Days,"Last Days (winner of the British Fantasy Award for Best Horror Novel of the Year) by Adam Nevill is a Blair Witch style novel in which a documentary film-maker undertakes the investigation of a dangerous cult—with creepy consequences When guerrilla documentary maker, Kyle Freeman, is asked to shoot a film on the notorious cult known as the Temple of the Last Days, it appears his prayers have been answered. The cult became a worldwide phenomenon in 1975 when there was a massacre including the death of its infamous leader, Sister Katherine. Kyle's brief is to explore the paranormal myths surrounding an organization that became a testament to paranoia, murderous rage, and occult rituals. The shoot's locations take him to the cult's first temple in London, an abandoned farm in France, and a derelict copper mine in the Arizonan desert where The Temple of the Last Days met its bloody end. But when he interviews those involved in the case, those who haven't broken silence in decades, a series of uncanny events plague the shoots. Troubling out-of-body experiences, nocturnal visitations, the sudden demise of their interviewees and the discovery of ghastly artifacts in their room make Kyle question what exactly it is the cult managed to awaken – and what is its interest in him?",Adam Nevill,2013-02-26,Fiction,412,109.99,fiction_boutique,True
In the Jungle (What's Missing),"Mack the Monkey is missing. Earl the Elephant, Ted the Tiger, Gary the Giraffe, Zack the Zebra, and Leo the Lion have looked everywhere, but there's no sign of him. When the newest Jungle Friend, Emily the Elephant, tries to help with the search, the other animals tell her to go away because she's a girl. Emily might have just what the Jungle Friends need to find Mack the Missing Monkey.",Brenda Salladay,2011-11,Juvenile Fiction,170,142.49,fiction_boutique,True
The devil in the flesh,"The tragic and complicated French romance about a teenage boy who seduces the wife of a soldier during World War I—and one of the most startling literary debuts of all time A Penguin Classic As the First World War reaches its final year, an illicit love affair is beginning between a sixteen-year-old boy and a young woman who is married to a soldier at the front. They meet secretly in her flat on the outskirts of Paris, in cornfields and on river banks. When she receives letters from her husband, they burn them together. Intoxicated by passion, they cannot bear to end their affair, even when it causes a scandal among their friends and neighbours. Instead, they can only hurtle towards tragedy. Written in spare, haunting prose when Raymond Radiguet was still a teenager, and loosely based on his life, The Devil in the Flesh became an instant bestseller and its author was hailed as a genius, before dying tragically at the age of twenty. It is a work of startling imagery and subtle beauty about power, betrayal, and passion that expresses all the anguish and joy of adolescence.",Raymond Radiguet,2020-07-14,Fiction,221,132.73,fiction_boutique,False
The Bar/Bat Mitzvah Memory Book,A wonderfully interactive album to help everyone involved participate in the spiritual meaning of this joyful rite of passage. Gives young people a place to treasure special experiences and encourages them to prepare for spiritual life as Jewish adults.,"Jeffrey K. Salkin, Nina Salkin",2006,Juvenile Nonfiction,261,51.06,fiction_boutique,True
